x,y,label_id,label_name
5.418234348297119,6.238490581512451,0,n000003
3.7667171955108643,7.307415962219238,0,n000003
4.290566921234131,6.1968488693237305,0,n000003
4.441747188568115,6.0911712646484375,0,n000003
3.2594423294067383,6.279182434082031,0,n000003
5.275697231292725,7.414977073669434,0,n000003
3.963822841644287,6.514477729797363,0,n000003
3.6425042152404785,6.910873889923096,0,n000003
3.2295260429382324,6.709324359893799,0,n000003
3.0191073417663574,6.560024261474609,0,n000003
4.013278007507324,6.348877429962158,0,n000003
5.459159851074219,6.25583028793335,0,n000003
3.170393705368042,6.074317932128906,0,n000003
4.146562099456787,5.904837608337402,0,n000003
3.4000236988067627,7.0710601806640625,0,n000003
3.6841866970062256,6.467966556549072,0,n000003
4.575226783752441,7.558182239532471,0,n000003
7.298781394958496,6.488750457763672,0,n000003
5.552057266235352,5.728697299957275,0,n000003
3.54040265083313,7.330292224884033,0,n000003
-16.804521560668945,-3.770737648010254,1,n000010
-16.715356826782227,-5.038520336151123,1,n000010
-17.58633041381836,-3.9014639854431152,1,n000010
-16.051528930664062,-4.244182109832764,1,n000010
-16.805116653442383,-4.256243705749512,1,n000010
-17.39719581604004,-3.8686375617980957,1,n000010
-16.526464462280273,-3.895190954208374,1,n000010
-17.054460525512695,-4.368821144104004,1,n000010
-16.767112731933594,-3.561774969100952,1,n000010
-17.120468139648438,-4.299042224884033,1,n000010
-17.040571212768555,-4.941125869750977,1,n000010
-16.23748207092285,-4.393815517425537,1,n000010
-18.07777976989746,-4.468878746032715,1,n000010
-17.148880004882812,-3.729276180267334,1,n000010
-17.375093460083008,-5.326706409454346,1,n000010
-18.4987850189209,-2.067239999771118,1,n000010
-18.03891944885254,-2.4518959522247314,1,n000010
-17.74355697631836,-3.5334627628326416,1,n000010
-17.302244186401367,-2.4785962104797363,1,n000010
-17.361690521240234,-5.356060981750488,1,n000010
-18.56020736694336,-3.204529047012329,2,n000011
-19.8132266998291,-2.351471185684204,2,n000011
-19.084671020507812,-3.077742099761963,2,n000011
-18.634117126464844,-3.5268430709838867,2,n000011
-18.91407012939453,-3.76613450050354,2,n000011
-19.627944946289062,-1.9885995388031006,2,n000011
-18.980022430419922,-2.7142274379730225,2,n000011
-19.21299171447754,-2.2983052730560303,2,n000011
-18.599550247192383,-2.526595115661621,2,n000011
-19.963655471801758,-2.0676307678222656,2,n000011
-19.42119598388672,-3.04701566696167,2,n000011
-18.103771209716797,-3.5064759254455566,2,n000011
-18.001846313476562,-2.357813835144043,2,n000011
-17.535537719726562,-3.383596897125244,2,n000011
-19.400989532470703,-2.739452362060547,2,n000011
-16.380590438842773,-3.6443753242492676,2,n000011
-18.263477325439453,-3.8763136863708496,2,n000011
-19.06094741821289,-3.181636333465576,2,n000011
